X,Y,TYPE,SPEED,DirType,Direction
-53.067531,-29.748659,14,0,1,285
-47.938032,-23.434796,14,0,1,33
-52.043761,-19.032562,14,0,1,298
-47.339118,-18.922620,14,0,1,120
-46.500612,-21.358237,14,0,1,284
-46.760229,-23.427001,14,0,1,355
-43.285493,-22.610324,14,0,1,356
-49.276631,-23.621597,14,0,1,26
-46.500644,-21.358313,14,0,1,104
-46.798903,-23.418227,14,0,1,301
-52.043783,-19.032596,14,0,1,118
-47.339024,-18.922488,14,0,1,300
-45.360217,-21.246326,14,0,1,270
-46.737475,-23.416810,14,0,1,57
-39.922189,-18.184691,14,0,1,176
-49.276791,-23.621485,14,0,1,209
-45.360220,-21.246430,14,0,1,90
-46.360969,-23.413348,14,0,1,72
-55.324872,-10.805028,14,0,1,241
-48.016505,-18.866815,14,0,1,87
-45.569651,-21.147211,14,0,1,146
-47.342005,-23.411348,14,0,1,215
-39.922048,-18.184676,14,0,1,358
-44.168722,-17.985103,14,0,1,28
-45.569558,-21.147169,14,0,1,326
-47.301580,-23.406485,14,0,1,103
-55.324801,-10.805170,14,0,1,61
-48.016524,-18.866615,14,0,1,267
-46.950295,-21.254258,14,0,1,7
-47.004034,-23.403740,14,0,1,15
-49.245744,-18.268486,14,0,1,342
-44.168828,-17.984985,14,0,1,208
-46.950474,-21.254229,14,0,1,187
-46.153836,-23.384313,14,0,1,67
-57.180822,-15.020961,14,0,1,2
-46.578239,-21.907908,14,0,1,351
-45.391869,-21.632407,14,0,1,317
-51.399268,-23.360835,14,0,1,229
-49.246019,-18.268560,14,0,1,162
-49.035276,-18.881852,14,0,1,97
-45.392039,-21.632555,14,0,1,137
-46.813250,-23.347188,14,0,1,137
-57.180916,-15.020942,14,0,1,182
-46.578336,-21.907904,14,0,1,171
-46.210957,-23.888201,14,0,1,3
-46.150205,-23.338915,14,0,1,241
-49.124537,-21.157627,14,0,1,286
-49.035240,-18.881660,14,0,1,277
-46.210997,-23.888195,14,0,1,183
-46.577383,-23.330279,14,0,1,165
-57.323515,-14.664248,14,0,1,99
-47.729829,-19.487812,14,0,1,24
-45.103425,-19.812605,14,0,1,286
-46.823289,-23.322909,14,0,1,358
-49.124848,-21.157577,14,0,1,106
-48.519811,-18.876491,14,0,1,100
-45.103442,-19.812655,14,0,1,106
-47.643797,-23.313788,14,0,1,125
-57.323483,-14.664110,14,0,1,279
-47.729935,-19.487742,14,0,1,204
-53.589038,-29.723877,14,0,1,280
-46.025318,-23.302384,14,0,1,74
-47.749882,-17.772043,14,0,1,37
-48.519712,-18.876341,14,0,1,280
-47.367583,-24.258833,14,0,1,314
-46.025791,-23.302050,14,0,1,259
-57.911996,-14.508790,14,0,1,339
-45.748195,-22.653503,14,0,1,345
-47.367612,-24.258857,14,0,1,133
-46.007617,-23.296300,14,0,1,235
-47.750005,-17.771941,14,0,1,217
-53.589074,-29.724064,14,0,1,98
-57.912144,-14.508826,14,0,1,160
-52.127795,-23.292198,14,0,1,287
-48.871208,-19.471566,14,0,1,147
-45.748311,-22.653524,14,0,1,165
-44.577008,-23.047189,14,0,0,41
-45.860751,-23.283323,14,0,1,231
-48.870996,-19.471439,14,0,1,327
-53.067602,-29.748799,14,0,1,105
-42.321206,-20.823776,14,0,1,27
-50.960084,-23.279098,14,0,1,144
-48.764208,-22.897567,14,0,1,21
-46.487642,-22.278439,14,0,1,79
-42.321353,-20.823690,14,0,1,207
-48.085943,-23.246080,14,0,1,98
-48.764345,-22.897520,14,0,1,202
-56.652535,-11.526653,14,0,1,111
-49.134509,-23.467453,14,0,1,50
-47.042553,-23.235378,14,0,1,51
-49.134663,-23.467246,14,0,1,230
-46.487666,-22.278358,14,0,1,259
-55.970814,-9.923148,14,0,1,282
-47.562683,-23.227423,14,0,1,257
-55.970861,-9.923277,14,0,1,102
-56.103295,-11.638315,14,0,1,81
-55.730955,-10.451895,14,0,1,351
-46.181499,-23.198505,14,0,1,109
-46.099539,-21.437640,14,0,1,77
-45.697891,-23.155977,14,0,1,41
-55.660033,-11.668205,14,0,1,100
-46.626171,-23.094475,14,0,1,133
-46.099581,-21.437483,14,0,1,257
-48.514861,-23.082486,14,0,1,304
-55.331104,-11.339208,14,0,1,13
-47.154728,-23.063258,14,0,1,45
-45.467050,-23.669902,14,0,1,32
-47.154930,-23.063078,14,0,1,225
-54.890123,-9.873246,14,0,0,60
-47.044841,-23.058094,14,0,1,134
-45.467127,-23.669848,14,0,1,211
-47.044275,-23.057611,14,0,1,312
-49.065776,-4.759458,14,0,1,357
-47.041337,-23.056707,14,0,1,124
-49.065924,-4.759427,14,0,1,177
-47.146637,-23.055690,14,0,1,224
-46.246885,-23.450674,14,0,1,168
-47.147108,-23.055024,14,0,1,245
-46.248014,-23.446726,14,0,1,325
-50.193720,-23.037303,14,0,1,137
-46.462175,-22.355183,14,0,1,190
-47.018738,-23.020322,14,0,1,149
-46.462147,-22.355214,14,0,1,10
-47.023080,-23.012968,14,0,1,330
-49.840599,-23.643633,14,0,1,233
-49.906582,-23.008697,14,0,1,49
-49.840558,-23.643675,14,0,1,53
-49.906539,-23.008322,14,0,1,296
-49.909853,-23.003805,14,0,1,244
-46.860010,-22.953968,14,0,1,124
-45.360844,-22.930366,14,0,1,63
-45.360954,-22.930140,14,0,1,242
-50.817280,-22.915539,14,0,1,223
-50.817173,-22.915620,14,0,1,41
-47.708838,-22.910312,14,0,1,215
-46.424531,-22.908821,14,0,1,24
-43.308769,-22.907530,14,0,1,107
-43.308998,-22.907124,14,0,1,268
-43.115718,-22.877922,14,0,1,127
-49.144554,-22.875208,14,0,1,117
-47.300662,-22.857788,14,0,1,104
-47.300531,-22.857253,14,0,1,283
-48.516769,-22.838090,14,0,1,137
-42.464556,-22.800685,14,0,1,265
-42.945431,-22.775300,14,0,1,261
-47.021734,-22.771148,14,0,1,9
-47.239224,-22.771013,14,0,1,134
-43.716751,-22.716151,14,0,1,280
-42.811486,-22.715721,14,0,1,211
-43.731355,-22.715088,14,0,1,114
-43.730267,-22.715192,14,0,1,316
-42.540379,-22.686749,14,0,1,233
-48.688640,-22.675747,14,0,1,311
-43.086199,-22.657488,14,0,1,93
-47.518832,-22.654491,14,0,1,40
-43.187957,-22.647210,14,0,1,267
-46.078041,-22.628556,14,0,1,196
-43.031668,-22.610851,14,0,1,42
-43.032436,-22.610780,14,0,1,221
-47.460301,-22.555772,14,0,1,347
-47.582373,-22.544267,14,0,1,356
-47.433738,-22.530393,14,0,1,317
-47.397746,-22.510048,14,0,1,164
-44.569635,-22.494773,14,0,1,249
-43.919219,-22.485503,14,0,1,138
