id,latitude,longitude,velocidade_maxima,sentido_tipo,direcao_graus,tipo,fonte,atualizado_em
981,-27.275658,-53.429162,0,AMBOS,174.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
982,-26.634137,-52.674973,0,UNICO,36.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
983,-27.272634,-53.429169,0,AMBOS,40.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
984,-26.633798,-52.674775,0,UNICO,216.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
985,-27.57218,-51.966468,0,DESCONHECIDO,58.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
986,-27.192088,-53.262188,0,AMBOS,115.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
987,-26.740137,-52.39465,0,AMBOS,23.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
988,-27.571695,-51.964688,0,DESCONHECIDO,87.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
989,-27.19778,-53.258477,0,AMBOS,157.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
990,-26.555539,-52.327757,0,AMBOS,87.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
991,-27.569285,-51.961362,0,AMBOS,34.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
992,-27.156257,-52.882603,0,UNICO,166.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
993,-26.390958,-52.401332,0,AMBOS,126.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
994,-27.568073,-51.960774,0,DESCONHECIDO,14.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
995,-27.160542,-52.880839,0,UNICO,357.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
996,-26.300561,-53.07875,0,DESCONHECIDO,17.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
997,-27.588744,-52.093013,0,AMBOS,63.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
998,-27.161534,-52.880602,0,UNICO,267.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
999,-26.383391,-53.082331,0,AMBOS,168.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1000,-27.613846,-52.224605,0,DESCONHECIDO,54.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1001,-27.161562,-52.879956,0,UNICO,87.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1002,-26.53493,-53.065429,0,DESCONHECIDO,172.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1003,-27.61462,-52.225843,0,DESCONHECIDO,52.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1004,-27.161373,-52.876207,0,UNICO,86.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1005,-26.53676,-53.064977,0,DESCONHECIDO,148.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1006,-27.1613,-52.876217,0,UNICO,266.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1007,-27.075162,-52.134442,0,UNICO,181.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1008,-27.134518,-52.788223,0,AMBOS,42.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1009,-27.132056,-52.782672,0,DESCONHECIDO,69.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1010,-27.131717,-52.779526,0,AMBOS,94.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1011,-26.851269,-52.990698,0,UNICO,271.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1012,-26.851286,-52.989369,0,UNICO,270.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1013,-26.851358,-52.98783,0,UNICO,91.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1014,-26.848946,-52.987141,0,UNICO,1.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1015,-26.846361,-52.987113,0,UNICO,1.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1016,-26.843792,-52.987088,0,UNICO,1.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1017,-26.841205,-52.987065,0,UNICO,1.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1018,-26.682592,-53.141907,0,AMBOS,171.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1019,-26.687883,-53.153923,0,DESCONHECIDO,106.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1020,-27.434539,-52.115507,0,AMBOS,165.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1021,-26.689921,-53.157488,0,UNICO,8.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1022,-27.432521,-52.116111,0,AMBOS,165.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1023,-26.848644,-52.987245,0,UNICO,179.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1024,-27.430861,-52.11659,0,AMBOS,166.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1025,-26.846096,-52.987218,0,UNICO,181.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1026,-27.364839,-51.599759,0,AMBOS,144.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1027,-26.843537,-52.987196,0,UNICO,181.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1028,-27.363406,-51.601144,0,AMBOS,148.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1029,-26.840943,-52.987175,0,UNICO,181.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1030,-26.838781,-52.987054,0,UNICO,1.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1031,-27.854207,-54.529979,0,DESCONHECIDO,101.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1032,-26.838187,-52.987162,0,UNICO,181.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1033,-26.966145,-48.63946,0,UNICO,357.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1034,-28.424928,-52.214265,0,AMBOS,156.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1035,-28.264407,-48.691969,0,AMBOS,58.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1036,-26.690778,-49.156198,0,DESCONHECIDO,34.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1037,-26.682231,-49.14774,0,DESCONHECIDO,23.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1038,-28.516141,-53.99816,0,AMBOS,61.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1039,-28.606841,-54.12381,0,AMBOS,174.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1040,-26.370479,-51.305153,0,DESCONHECIDO,110.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1041,-26.369777,-51.307136,0,DESCONHECIDO,110.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1042,-26.162461,-51.537505,0,AMBOS,152.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1043,-26.904182,-52.901718,0,AMBOS,84.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1044,-26.160014,-51.539385,0,AMBOS,138.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1045,-26.882043,-52.860436,0,UNICO,122.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1046,-26.155292,-51.542545,0,AMBOS,160.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1047,-26.881933,-52.860261,0,UNICO,211.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1048,-26.153085,-51.547059,0,AMBOS,84.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1049,-26.880687,-52.859332,0,UNICO,29.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1050,-26.15388,-51.551415,0,AMBOS,50.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1051,-26.880477,-52.859276,0,UNICO,209.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1052,-26.155826,-51.554282,0,AMBOS,65.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1053,-26.014731,-51.665274,0,DESCONHECIDO,32.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1054,-26.011059,-51.665519,0,DESCONHECIDO,163.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1055,-26.007784,-51.666668,0,DESCONHECIDO,164.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1056,-25.912011,-51.586929,0,AMBOS,25.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1057,-26.843937,-53.575353,0,UNICO,9.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1058,-25.910716,-51.586258,0,AMBOS,24.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1059,-26.842738,-53.575228,0,UNICO,180.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1060,-25.941192,-53.165165,0,AMBOS,135.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1061,-25.942282,-53.163914,0,AMBOS,133.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1062,-25.943688,-53.162251,0,AMBOS,133.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1063,-25.944783,-53.160996,0,AMBOS,133.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1064,-25.944556,-53.156418,0,AMBOS,99.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1065,-25.900272,-53.261949,0,AMBOS,140.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1066,-26.879962,-52.858839,0,UNICO,31.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1067,-25.902642,-53.259702,0,AMBOS,139.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1068,-26.87975,-52.858784,0,UNICO,211.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1069,-25.904596,-53.257851,0,AMBOS,139.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1070,-26.878527,-52.85797,0,UNICO,210.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1071,-25.905957,-53.256416,0,AMBOS,123.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1072,-26.877542,-52.857245,0,UNICO,29.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1073,-26.877483,-52.857288,0,UNICO,209.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1074,-26.735553,-52.734353,0,AMBOS,92.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1075,-26.735853,-52.72316,0,DESCONHECIDO,96.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1076,-26.735806,-52.722058,0,AMBOS,87.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1077,-26.735732,-52.720874,0,AMBOS,88.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1078,-26.733315,-52.71858,0,AMBOS,65.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1079,-26.731017,-52.718477,0,UNICO,342.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1080,-26.412328,-52.368804,0,AMBOS,58.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1081,-26.727415,-52.719771,0,UNICO,342.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1082,-26.410058,-52.364574,0,AMBOS,59.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1083,-26.726953,-52.720077,0,UNICO,162.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1084,-26.409337,-52.363225,0,AMBOS,59.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1085,-26.725764,-52.720375,0,UNICO,342.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1086,-26.406584,-52.354792,0,AMBOS,65.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1087,-26.723705,-52.717746,0,AMBOS,343.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1088,-26.399687,-52.341633,0,AMBOS,8.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1089,-26.142334,-52.386424,0,UNICO,104.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1090,-26.256719,-53.627731,0,UNICO,115.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1091,-26.142247,-52.386413,0,UNICO,285.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1092,-26.255595,-53.630872,0,UNICO,110.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1093,-30.001712,-50.154496,0,UNICO,222.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1094,-26.143155,-52.382921,0,UNICO,104.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1095,-26.257423,-53.626079,0,UNICO,115.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1096,-30.002017,-50.15465,0,UNICO,42.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1097,-26.143071,-52.382907,0,UNICO,284.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1098,-27.133905,-53.705897,0,DESCONHECIDO,13.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1099,-26.979151,-48.797278,0,UNICO,68.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1100,-26.76767,-52.846658,0,DESCONHECIDO,137.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1101,-27.033749,-48.883618,0,AMBOS,8.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1102,-26.764888,-52.849229,0,UNICO,120.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1103,-27.035763,-48.88396,0,AMBOS,9.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1104,-26.764815,-52.849172,0,UNICO,300.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1105,-27.044005,-48.89198,0,DESCONHECIDO,47.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1106,-26.723446,-52.859696,0,UNICO,354.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1107,-27.046023,-48.893104,0,AMBOS,6.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1108,-26.723455,-52.859776,0,UNICO,174.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1109,-26.721416,-52.860027,0,UNICO,173.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1110,-26.721435,-52.859945,0,UNICO,353.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1111,-26.720941,-52.858394,0,UNICO,86.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1112,-28.618985,-52.870868,0,UNICO,192.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1113,-27.3641,-53.178682,0,AMBOS,132.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1114,-26.720855,-52.858387,0,UNICO,266.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1115,-28.619024,-52.870801,0,UNICO,11.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1116,-26.720286,-52.857796,0,AMBOS,174.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1117,-26.719223,-52.857925,0,AMBOS,174.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1118,-26.716803,-52.858171,0,AMBOS,179.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1119,-26.65952,-52.897197,0,DESCONHECIDO,180.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1120,-26.656455,-52.894285,0,UNICO,25.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1121,-26.656197,-52.89422,0,UNICO,205.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1122,-26.655771,-52.891867,0,UNICO,33.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1123,-26.655716,-52.891911,0,UNICO,213.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1124,-28.28365,-52.406631,0,AMBOS,122.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1125,-26.654379,-52.890968,0,UNICO,216.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1126,-28.280815,-52.427033,0,AMBOS,98.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1127,-25.995552,-52.811489,0,AMBOS,179.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1128,-26.652098,-52.799498,0,AMBOS,86.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1129,-28.279373,-52.430347,0,AMBOS,126.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1130,-28.287913,-52.38793,0,AMBOS,102.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1131,-25.918664,-52.982273,0,AMBOS,67.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1132,-28.288847,-52.384839,0,AMBOS,110.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1133,-25.973408,-53.004281,0,AMBOS,55.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1134,-25.978275,-53.004186,0,UNICO,28.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1135,-25.980209,-53.005366,0,UNICO,205.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1136,-26.367463,-52.856244,0,DESCONHECIDO,25.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1137,-25.980226,-53.00532,0,UNICO,26.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1138,-26.3678,-52.853189,0,DESCONHECIDO,25.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1139,-25.978236,-53.004247,0,UNICO,206.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1140,-26.365781,-52.84898,0,DESCONHECIDO,25.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1141,-26.36816,-52.848609,0,DESCONHECIDO,25.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1142,-26.361225,-52.830884,0,DESCONHECIDO,25.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1143,-26.470422,-52.966016,0,UNICO,315.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1144,-26.471346,-52.965158,0,UNICO,135.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1145,-26.385089,-53.08182,0,DESCONHECIDO,25.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1146,-26.393157,-53.072344,0,DESCONHECIDO,25.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1147,-26.756409,-53.505365,0,AMBOS,131.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1148,-27.496654,-54.09271,0,AMBOS,230.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1149,-27.499554,-54.096626,0,AMBOS,230.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1150,-27.507711,-54.095955,0,AMBOS,335.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1151,-27.502943,-54.098272,0,AMBOS,330.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1152,-27.500882,-54.099741,0,DESCONHECIDO,25.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1153,-27.500096,-54.101927,0,UNICO,283.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1154,-28.324512,-52.791906,0,DESCONHECIDO,150.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1155,-27.497788,-54.105775,0,UNICO,290.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1156,-27.497878,-54.106791,0,UNICO,85.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1157,-27.497908,-54.108816,0,UNICO,275.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1158,-27.497915,-54.109199,0,UNICO,105.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1159,-27.532258,-54.360412,0,AMBOS,17.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1160,-27.529035,-54.361283,0,AMBOS,335.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1161,-27.63746,-54.310813,0,UNICO,15.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1162,-27.636687,-54.310657,0,UNICO,195.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1163,-27.634709,-54.30996,0,UNICO,15.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1164,-27.62772,-54.310442,0,AMBOS,330.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1165,-26.178542,-53.361681,0,AMBOS,40.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1166,-26.174209,-53.361726,0,UNICO,355.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1167,-26.174209,-53.361833,0,UNICO,173.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1168,-26.173501,-53.361799,0,UNICO,355.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1169,-26.173188,-53.361616,0,UNICO,285.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1170,-26.173402,-53.360708,0,UNICO,285.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1171,-28.998258,-49.761815,0,AMBOS,72.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1172,-26.173493,-53.360753,0,UNICO,104.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1173,-28.999147,-49.763255,0,AMBOS,38.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1174,-26.173675,-53.359658,0,AMBOS,282.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1175,-26.173848,-53.358791,0,AMBOS,282.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1176,-26.145014,-53.313873,0,AMBOS,245.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1177,-27.584232,-50.366356,0,UNICO,154.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1178,-25.942672,-52.182397,0,AMBOS,63.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1179,-27.588972,-50.363723,0,UNICO,154.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1180,-27.430982,-51.913352,0,DESCONHECIDO,124.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1181,-25.957068,-52.343343,0,UNICO,95.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1182,-25.95727,-52.341218,0,UNICO,94.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1183,-25.958225,-52.33962,0,DESCONHECIDO,138.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1184,-26.045181,-50.824592,0,AMBOS,133.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1185,-31.736619,-52.222604,0,AMBOS,47.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1186,-25.958727,-52.339117,0,DESCONHECIDO,130.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1187,-26.252449,-51.085976,0,UNICO,32.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1188,-27.634628,-54.31003,0,UNICO,196.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1189,-25.959354,-52.336494,0,DESCONHECIDO,96.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
1190,-26.250309,-51.083353,0,UNICO,302.0,LOMBADA_ELETRONICA,iGO8/Amigo - mapa de radar,2026-07-21
